bnf_drug_code,bnf_drug_name,bnf_class_name,inference_scope,multiplicity_family,peak_trough_ratio,ptr_lci,ptr_uci,peak_month,trough_month,modality,seasonal_reproducibility,stl_seasonal_strength,stl_trend_strength,distribution,route,drug_all_q_bh,drug_significant,parent_class_significant,class_q_bh,conditional_drug_q_legacy,conditional_drug_significant_legacy,meaningful
0501070I0,Colistimethate sodium,Some other antibacterials,secondary_exploratory,all_eligible_drugs,1.094,1.051,1.152,Dec,Mar,"bimodal (2 harmonics, 2 peaks)",0.068,0.214,0.465,negbin,NB-LRT,0.0438602396380074,TRUE,TRUE,0.00188469676334775,0.0339774079114854,TRUE,FALSE
0304010N0,Diphenhydramine hydrochloride,Antihistamines,secondary_exploratory,all_eligible_drugs,1.089,1.059,1.14,Oct,Jun,unimodal (1 harmonic preferred),0.25,0.324,0.67,negbin,NB-LRT,0.00219401026720269,TRUE,TRUE,1.95040709693529e-226,0.00159319729902544,TRUE,FALSE
1305030C0,Tacrolimus,Drugs affecting the immune response,secondary_exploratory,all_eligible_drugs,1.089,1.073,1.12,Apr,Sep,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.523,0.657,0.979,poisson,HAC-Wald,2.57567805711765e-12,TRUE,TRUE,3.37494744913336e-14,1.77382425555968e-12,TRUE,FALSE
0702020F0,Clotrimazole,Vaginal and vulval infections,secondary_exploratory,all_eligible_drugs,1.088,1.047,1.142,Sep,May,"bimodal (2 harmonics, 2 peaks)",0.523,0.509,0.398,poisson,HAC-Wald,0.00950046296717277,TRUE,TRUE,0.00509117132759724,0.00707411165449423,TRUE,FALSE
0206020R0,Nifedipine,Calcium-channel blockers,secondary_exploratory,all_eligible_drugs,1.086,1.079,1.095,Jan,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.568,0.481,0.097,poisson,HAC-Wald,4.04537138308483e-183,TRUE,TRUE,3.20982104870482e-14,2.7329100308725e-183,TRUE,FALSE
0501030F0,Demeclocycline hydrochloride,Tetracyclines,secondary_exploratory,all_eligible_drugs,1.086,1.054,1.148,Sep,Mar,unimodal (1 harmonic preferred),-0.028,0.18,0.838,poisson,Poisson-LRT,0.0119764998167497,TRUE,TRUE,3.22372888099791e-88,0.00903582294812166,TRUE,FALSE
1305020D0,Calcipotriol,Preparations for psoriasis,secondary_exploratory,all_eligible_drugs,1.085,1.074,1.108,Apr,Oct,unimodal (1 harmonic preferred),0.576,0.595,0.068,poisson,HAC-Wald,3.15877890385804e-34,TRUE,TRUE,2.00974064079059e-55,2.13395946482401e-34,TRUE,FALSE
1304000Y0,Mometasone furoate,Topical corticosteroids,secondary_exploratory,all_eligible_drugs,1.085,1.051,1.133,May,Sep,unimodal (1 harmonic preferred),0.199,0.403,0.8,negbin,NB-LRT,0.0174341421624137,TRUE,TRUE,0.000772676262857242,0.0132399736846812,TRUE,FALSE
0302000C0,Beclometasone dipropionate,Corticosteroids (respiratory),secondary_exploratory,all_eligible_drugs,1.084,1.067,1.102,Dec,Aug,"bimodal (2 harmonics, 2 peaks)",0.488,0.517,0.217,poisson,HAC-Wald,7.68257628597012e-28,TRUE,TRUE,5.7573277320653e-30,5.19007720345825e-28,TRUE,FALSE
1310030C0,Aciclovir,Antiviral preparations,secondary_exploratory,all_eligible_drugs,1.083,1.067,1.107,Dec,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.355,0.484,0.872,poisson,HAC-Wald,1.30464392282551e-20,TRUE,TRUE,7.21065830915685e-21,8.95361378019425e-21,TRUE,FALSE
1303000AA,Menthol,Topical local anaesthetics and antipruritics,secondary_exploratory,all_eligible_drugs,1.081,1.051,1.12,Jul,Nov,unimodal (1 harmonic preferred),0.311,0.358,0.927,negbin,NB-LRT,0.00259304205497885,TRUE,TRUE,0.0257285967380165,0.0018958524140378,TRUE,FALSE
1302010U0,Urea,Emollients,secondary_exploratory,all_eligible_drugs,1.079,1.056,1.113,Jun,Nov,unimodal (1 harmonic preferred),0.365,0.364,0.552,negbin,NB-LRT,0.000206181954340128,TRUE,TRUE,4.56697434699239e-18,0.000148819563217488,TRUE,FALSE
1306010Z0,Adapalene and benzoyl peroxide,Topical preparations for acne,secondary_exploratory,all_eligible_drugs,1.077,1.051,1.14,Sep,Jun,"bimodal (2 harmonics, 2 peaks)",0.364,0.406,0.817,poisson,HAC-Wald,0.0175251805135193,TRUE,TRUE,0.0462428934317855,0.0132990441870474,TRUE,FALSE
1002020Y0,Dronabinol/cannabidiol,Skeletal muscle relaxants,secondary_exploratory,all_eligible_drugs,1.074,1.051,1.106,Dec,Aug,unimodal (1 harmonic preferred),0.259,0.333,0.976,poisson,HAC-Wald,2.12085416232208e-09,TRUE,FALSE,0.108400217093321,,FALSE,FALSE
1309000X0,Eflornithine monohydrate chloride,Shampoo and other preparations for scalp and hair conditions,secondary_exploratory,all_eligible_drugs,1.073,1.062,1.095,Aug,Dec,unimodal (1 harmonic preferred),0.412,0.261,0.544,poisson,HAC-Wald,9.25222864289698e-27,TRUE,TRUE,0.00494846301137637,6.2504788983842e-27,TRUE,FALSE
0501080W0,Trimethoprim,Sulfonamides and trimethoprim,secondary_exploratory,all_eligible_drugs,1.069,1.05,1.107,Oct,Jun,unimodal (1 harmonic preferred),0.489,0.608,0.161,negbin,NB-LRT,0.000407576113043626,TRUE,TRUE,0.000378108884704967,0.000295317168948198,TRUE,FALSE
0501030P0,Minocycline hydrochloride,Tetracyclines,secondary_exploratory,all_eligible_drugs,1.069,1.039,1.135,Jan,Jun,unimodal (1 harmonic preferred),0.292,0.357,0.989,poisson,HAC-Wald,0.00692791410361686,TRUE,TRUE,3.22372888099791e-88,0.00512599257084861,TRUE,FALSE
0702020E0,Clindamycin phosphate,Vaginal and vulval infections,secondary_exploratory,all_eligible_drugs,1.068,1.042,1.153,Jan,Jun,unimodal (1 harmonic preferred),0.139,0.362,0.786,poisson,HAC-Wald,0.0159730346255229,TRUE,TRUE,0.00509117132759724,0.0121113727098035,TRUE,FALSE
0703022M0,Medroxyprogesterone acetate,Progestogen-only contraceptives,secondary_exploratory,all_eligible_drugs,1.067,1.052,1.083,Feb,Oct,"bimodal (2 harmonics, 2 peaks)",0.541,0.688,0.859,poisson,HAC-Wald,7.7380595613868e-24,TRUE,TRUE,0.000388275226870467,5.32619294748743e-24,TRUE,FALSE
0501110C0,Metronidazole,"Metronidazole, tinidazole and ornidazole",secondary_exploratory,all_eligible_drugs,1.065,1.038,1.105,Sep,Jun,"bimodal (2 harmonics, 2 peaks)",0.49,0.629,0.615,poisson,HAC-Wald,0.00286536439552755,TRUE,TRUE,0.00172848088230961,0.00210945915129069,TRUE,FALSE
0404000M0,Methylphenidate hydrochloride,CNS stimulants and drugs used for ADHD,secondary_exploratory,all_eligible_drugs,1.065,1.044,1.105,Apr,Aug,"bimodal (2 harmonics, 2 peaks)",0.514,0.71,0.962,poisson,HAC-Wald,0.00092834204961375,TRUE,TRUE,0.0251947058398018,0.000673044498933673,TRUE,FALSE
0803042S0,Triptorelin embonate,Hormone antagonists,secondary_exploratory,all_eligible_drugs,1.063,1.046,1.131,Nov,Aug,"bimodal (2 harmonics, 2 peaks)",0.513,0.523,0.972,poisson,HAC-Wald,5.2059252701498e-05,TRUE,TRUE,0.00341395403142288,3.77379436184555e-05,TRUE,FALSE
1305020W0,Calcitriol,Preparations for psoriasis,secondary_exploratory,all_eligible_drugs,1.063,1.043,1.109,Apr,Sep,unimodal (1 harmonic preferred),0.278,0.319,0.089,negbin,NB-LRT,0.0259748814823089,TRUE,TRUE,2.00974064079059e-55,0.0199562221059475,TRUE,FALSE
0601040I0,Glucose,Treatment of hypoglycaemia,secondary_exploratory,all_eligible_drugs,1.063,1.053,1.08,Jul,Dec,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.406,0.554,0.857,poisson,HAC-Wald,8.29333907179592e-36,TRUE,TRUE,7.73581751734925e-32,5.60268697047404e-36,TRUE,FALSE
0302000K0,Budesonide,Corticosteroids (respiratory),secondary_exploratory,all_eligible_drugs,1.059,1.046,1.075,Dec,Aug,"bimodal (2 harmonics, 2 peaks)",0.279,0.468,0.953,poisson,HAC-Wald,7.05165730596381e-26,TRUE,TRUE,5.7573277320653e-30,4.76385062353613e-26,TRUE,FALSE
1202020L0,Sodium chloride,Topical nasal decongestants,secondary_exploratory,all_eligible_drugs,1.059,1.048,1.077,Dec,Sep,"bimodal (2 harmonics, 2 peaks)",0.216,0.406,0.611,poisson,HAC-Wald,3.41678098069209e-23,TRUE,TRUE,0.00140116339488567,2.35100204751781e-23,TRUE,FALSE
0606020Z0,Denosumab,Bisphosphonates and other drugs,secondary_exploratory,all_eligible_drugs,1.059,1.051,1.076,Jun,Sep,"bimodal (2 harmonics, 2 peaks)",0.533,0.586,0.922,poisson,HAC-Wald,1.65980208144032e-25,TRUE,FALSE,0.0694650838455479,,FALSE,FALSE
0101021B0,Alginic acid compound preparations,Compound alginates and proprietary indigestion preparations,secondary_exploratory,all_eligible_drugs,1.058,1.045,1.081,Dec,Jul,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.21,0.17,0.106,poisson,HAC-Wald,1.96765966466826e-09,TRUE,TRUE,9.844932030669e-10,1.37216141946264e-09,TRUE,FALSE
0301011V0,Terbutaline sulphate,Adrenoceptor agonists,secondary_exploratory,all_eligible_drugs,1.058,1.042,1.087,Dec,Aug,"bimodal (2 harmonics, 2 peaks)",0.268,0.227,0.962,poisson,HAC-Wald,4.39127613583266e-06,TRUE,TRUE,2.96694404817216e-20,3.16176152987692e-06,TRUE,FALSE
0107010Z0,Zinc oxide,Soothing haemorrhoidal preparations,secondary_exploratory,all_eligible_drugs,1.058,1.045,1.073,Feb,Jun,"bimodal (2 harmonics, 2 peaks)",0.373,0.298,0.432,poisson,HAC-Wald,7.25029289308245e-25,TRUE,TRUE,3.88567411103636e-20,4.99408184623161e-25,TRUE,FALSE
1304000D0,Betamethasone esters,Topical corticosteroids,secondary_exploratory,all_eligible_drugs,1.058,1.037,1.102,Jun,Nov,unimodal (1 harmonic preferred),0.321,0.395,0.759,negbin,NB-LRT,0.0348126974422016,TRUE,TRUE,0.000772676262857242,0.0268779758485992,TRUE,FALSE
0501030T0,Oxytetracycline,Tetracyclines,secondary_exploratory,all_eligible_drugs,1.057,1.04,1.082,Apr,Sep,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.225,0.413,0.981,poisson,HAC-Wald,5.7415635954769e-15,TRUE,TRUE,3.22372888099791e-88,3.96596157361011e-15,TRUE,FALSE
130201000,Other emollient preparations,Emollients,secondary_exploratory,all_eligible_drugs,1.057,1.048,1.074,Apr,Oct,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.351,0.395,0.008,poisson,HAC-Wald,5.96909318506606e-26,TRUE,TRUE,4.56697434699239e-18,4.0325085377551e-26,TRUE,FALSE
1001010J0,Ibuprofen,Non-steroidal anti-inflammatory drugs,secondary_exploratory,all_eligible_drugs,1.057,1.039,1.078,Dec,Aug,"bimodal (2 harmonics, 2 peaks)",0.293,0.462,0.965,poisson,HAC-Wald,1.36846000663113e-09,TRUE,TRUE,5.27206392050756e-10,9.47031620755691e-10,TRUE,FALSE
0901011W0,Sodium feredetate,Iron-deficiency anaemias,secondary_exploratory,all_eligible_drugs,1.056,1.036,1.106,Jul,Dec,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.488,0.494,0.826,poisson,HAC-Wald,0.0360510971367482,TRUE,TRUE,4.30049447409871e-15,0.0279629735871698,TRUE,FALSE
0501030L0,Lymecycline,Tetracyclines,secondary_exploratory,all_eligible_drugs,1.056,1.036,1.09,Apr,Dec,"bimodal (2 harmonics, 2 peaks)",0.327,0.603,0.882,poisson,HAC-Wald,0.00138660609197036,TRUE,TRUE,3.22372888099791e-88,0.00100149386148538,TRUE,FALSE
0901020N0,Hydroxocobalamin,Drugs used in megaloblastic anaemias,secondary_exploratory,all_eligible_drugs,1.056,1.04,1.081,Jul,Nov,"bimodal (2 harmonics, 2 peaks)",0.424,0.488,0.853,poisson,HAC-Wald,1.36076849514911e-08,TRUE,FALSE,0.368742866068691,,FALSE,FALSE
0902012L0,Sodium chloride,Oral preparation for fluid and electrolyte imbalance,secondary_exploratory,all_eligible_drugs,1.055,1.037,1.092,Aug,Dec,unimodal (1 harmonic preferred),0.102,0.279,0.668,negbin,NB-LRT,0.0107978988529884,TRUE,TRUE,8.65885960246975e-07,0.00810519900212913,TRUE,FALSE
130201100,Emollient bath and shower preparations,Emollients,secondary_exploratory,all_eligible_drugs,1.055,1.036,1.09,Apr,Oct,unimodal (1 harmonic preferred),0.307,0.389,0.929,negbin,NB-LRT,0.0165846972532646,TRUE,TRUE,4.56697434699239e-18,0.0125748769385297,TRUE,FALSE
0409010U0,Cabergoline,Dopaminergic drugs used in parkinsonism,secondary_exploratory,all_eligible_drugs,1.055,1.039,1.096,Jan,May,unimodal (1 harmonic preferred),0.204,0.21,0.741,poisson,HAC-Wald,0.00138660609197036,TRUE,TRUE,0.000377505620594641,0.00100149386148538,TRUE,FALSE
0205051W0,Imidapril hydrochloride,Renin-angiotensin system drugs,secondary_exploratory,all_eligible_drugs,1.055,1.034,1.094,Jan,Apr,"bimodal (2 harmonics, 2 peaks)",-0.03,0.095,0.952,poisson,HAC-Wald,4.79733967271153e-08,TRUE,TRUE,0.0166702504942612,3.44925767227914e-08,TRUE,FALSE
1311030A0,Alkyl sulphate,Cationic surfactants and soaps,secondary_exploratory,all_eligible_drugs,1.054,1.033,1.09,Apr,Jan,"bimodal (2 harmonics, 2 peaks)",0.418,0.493,0.779,poisson,HAC-Wald,0.00186387769677461,TRUE,TRUE,0.00112297682680614,0.00135602916937986,TRUE,FALSE
0803042P0,Triptorelin acetate,Hormone antagonists,secondary_exploratory,all_eligible_drugs,1.053,1.028,1.101,Jan,May,"bimodal (2 harmonics, 2 peaks)",-0.119,0.339,0.679,poisson,HAC-Wald,0.00219401026720269,TRUE,TRUE,0.00341395403142288,0.00159319729902544,TRUE,FALSE
0604011G0,Estradiol,Female sex hormones and their modulators,secondary_exploratory,all_eligible_drugs,1.053,1.036,1.089,Jul,Feb,unimodal (1 harmonic preferred),0.287,0.194,0.962,negbin,NB-LRT,0.0183530546600875,TRUE,TRUE,0.000113754559464022,0.013959053062823,TRUE,FALSE
0304010W0,Promethazine hydrochloride,Antihistamines,secondary_exploratory,all_eligible_drugs,1.052,1.039,1.077,Feb,Jun,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.323,0.434,0.939,poisson,HAC-Wald,1.5242573496152e-17,TRUE,TRUE,1.95040709693529e-226,1.05719401609313e-17,TRUE,FALSE
0105020D0,Prednisolone sodium metasulphobenzoate,Corticosteroids,secondary_exploratory,all_eligible_drugs,1.052,1.031,1.094,Aug,Dec,"bimodal (2 harmonics, 2 peaks)",-0.03,0.013,0.905,poisson,Poisson-LRT,0.049212350534617,TRUE,FALSE,0.188917301871277,,FALSE,FALSE
1003020AF,Diclofenac diethyl,"Rubefacients, topical NSAIDs, capsaicin and poultices",secondary_exploratory,all_eligible_drugs,1.051,1.046,1.064,Sep,Jan,"bimodal (2 harmonics, 2 peaks)",0.252,0.208,0.79,poisson,HAC-Wald,6.43509387775736e-45,TRUE,TRUE,1.55919199584476e-59,4.34732214739665e-45,TRUE,FALSE
1003020P0,Ibuprofen,"Rubefacients, topical NSAIDs, capsaicin and poultices",secondary_exploratory,all_eligible_drugs,1.051,1.043,1.067,Sep,Jan,"bimodal (2 harmonics, 2 peaks)",0.25,0.447,0.483,poisson,HAC-Wald,3.03367202845718e-17,TRUE,TRUE,1.55919199584476e-59,2.10267392974828e-17,TRUE,FALSE
0106020P0,Sodium picosulfate,Stimulant laxatives,secondary_exploratory,all_eligible_drugs,1.051,1.033,1.09,Feb,Oct,unimodal (1 harmonic preferred),0.229,0.492,0.812,negbin,NB-LRT,0.0494478215918239,TRUE,TRUE,0.0429708493171327,0.038757964170819,TRUE,FALSE
0401010Y0,Zolpidem tartrate,Hypnotics,secondary_exploratory,all_eligible_drugs,1.05,1.026,1.113,Feb,Sep,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",-0.001,0,0.726,poisson,HAC-Wald,0.0487967649348659,TRUE,TRUE,8.49270687446684e-13,0.0380671545753001,TRUE,FALSE
